filename,keep,reason,bicubic_psnr
00113.png,False,low_psnr<18.0,16.373303662569906
00114.png,True,keep,20.438078141075806
00115.png,True,keep,29.82732575410663
00116.png,True,keep,24.00019637021863
00117.png,False,low_psnr<18.0,17.630917564656293
00118.png,True,keep,21.736799678389605
00119.png,True,keep,25.016778950779333
00120.png,True,keep,38.831632972850386
00121.png,True,keep,23.546072567173425
00122.png,True,keep,21.78953915045827
00123.png,True,keep,21.37076570524041
00124.png,True,keep,26.191089943289036
00125.png,True,keep,27.575967833366878
00126.png,True,keep,21.046702764408302
00127.png,True,keep,25.87308553441204
00128.png,True,keep,30.126391586402438
00129.png,True,keep,37.50497831577968
00130.png,True,keep,24.12757222774822
00131.png,True,keep,25.52288014206209
00132.png,True,keep,31.07502693437917
00133.png,True,keep,23.801638431311957
00134.png,True,keep,21.002906969009587
00135.png,True,keep,25.970134086995827
00136.png,True,keep,22.3179083769047
00137.png,True,keep,18.938911439559554
00138.png,True,keep,26.995197989011274
00139.png,True,keep,21.04339650235705
00140.png,True,keep,24.859428962875704
00141.png,True,keep,36.85742462812841
00142.png,True,keep,26.441044911705752
00143.png,True,keep,22.7166316117599
00144.png,True,keep,22.57713873826475
00145.png,True,keep,23.441464358640815
00146.png,True,keep,25.729110633857534
00147.png,True,keep,23.48972679945142
00148.png,True,keep,22.542225114486776
00149.png,True,keep,21.994907856520154
00150.png,True,keep,23.975848795530176
00151.png,True,keep,28.71652066993667
00152.png,True,keep,37.8088206021146
00153.png,True,keep,32.394646159979615
00154.png,True,keep,26.04987650459552
00155.png,True,keep,30.09044447030783
00156.png,False,low_psnr<18.0,17.634921994147117
00157.png,True,keep,22.408846162538847
00158.png,True,keep,23.237269936640562
00159.png,True,keep,25.993956485143013
00160.png,True,keep,25.271689881945335
00161.png,True,keep,25.354410734373296
00162.png,True,keep,37.71553992907
00163.png,True,keep,21.946037610698422
00164.png,True,keep,21.29580708360507
00165.png,True,keep,19.500945638447714
00166.png,True,keep,23.6943392816829
00167.png,True,keep,21.069380728497823
00168.png,True,keep,23.65737291672894
00169.png,True,keep,29.42584449160683
00170.png,True,keep,20.97358849946361
00171.png,True,keep,29.31629798048521
00172.png,True,keep,19.898745505984113
00173.png,True,keep,39.511784760599994
00174.png,True,keep,30.425328398302156
00175.png,True,keep,30.71707926580345
00176.png,True,keep,24.818520686422655
00177.png,True,keep,23.826532130540457
00178.png,True,keep,25.199457067268717
00179.png,True,keep,22.029017853442742
00180.png,True,keep,26.75743840840572
00181.png,True,keep,26.54944435836517
00182.png,False,low_psnr<18.0,17.802425157242883
00183.png,True,keep,24.29693374554263
00184.png,True,keep,19.70331104907316
00185.png,True,keep,23.000130893224394
00186.png,True,keep,38.347102948359705
00187.png,True,keep,25.03374608931705
00188.png,True,keep,25.998890816440273
00189.png,True,keep,19.04029535889022
00190.png,True,keep,23.462850307552987
00191.png,True,keep,29.51159697796036
00192.png,True,keep,25.651725438454175
00193.png,True,keep,26.945539118447446
00194.png,True,keep,21.183368911692114
00195.png,True,keep,23.63356780157758
00196.png,True,keep,25.547578888747484
00197.png,False,low_psnr<18.0,17.30745891291614
00198.png,True,keep,22.57144735203446
00199.png,True,keep,20.358815870853455
00200.png,True,keep,24.377794614540985
00201.png,True,keep,23.3273909031863
00202.png,True,keep,20.693479255019696
00203.png,True,keep,23.72210465173709
00204.png,True,keep,25.608324196732998
00205.png,True,keep,24.626182074357242
00206.png,True,keep,25.97777485377477
00207.png,True,keep,26.628745525603964
00208.png,True,keep,23.8534835687311
00209.png,True,keep,26.362486795016356
00210.png,True,keep,29.050018127371132
00211.png,True,keep,23.08515177717404
00212.png,True,keep,23.598644217409905
00213.png,True,keep,38.45135675085633
00214.png,True,keep,25.177690135434858
00215.png,True,keep,22.412957804139655
00216.png,True,keep,25.30015069184275
00217.png,True,keep,22.604813512214434
00218.png,True,keep,19.607128513845854
00219.png,True,keep,19.29208062509547
00220.png,True,keep,24.597876086857276
00221.png,True,keep,24.665883352659055
00222.png,True,keep,21.967848578056085
00223.png,True,keep,27.58866933527907
00224.png,True,keep,22.370908133752273
00225.png,True,keep,20.109418123670025
00226.png,True,keep,24.192602891138407
00227.png,True,keep,26.713471865487243
00228.png,True,keep,28.359625193109792
00229.png,True,keep,28.108909905171068
00230.png,True,keep,21.392493192794895
00231.png,True,keep,18.773564171231
00232.png,True,keep,21.329132757367365
00233.png,True,keep,27.669327398573508
00234.png,True,keep,31.209248733937894
00235.png,True,keep,29.998614120200415
00236.png,True,keep,25.267109460852268
00237.png,True,keep,30.109539620478138
00238.png,True,keep,20.425489354581885
00239.png,True,keep,23.29201321209675
00240.png,True,keep,30.862790634865252
00241.png,True,keep,24.162644931070425
00242.png,True,keep,36.96332240409745
00243.png,True,keep,24.83568645695021
00244.png,True,keep,23.59121326649084
00245.png,True,keep,24.22506780734709
00246.png,True,keep,28.382966396052577
00247.png,True,keep,27.93312722184607
00248.png,True,keep,22.550848854429567
00249.png,True,keep,24.36751952372685
00250.png,True,keep,21.30072150309669
00251.png,True,keep,23.69568229149451
00252.png,True,keep,22.68932044892327
00253.png,True,keep,24.760462154501283
00254.png,True,keep,20.169117014921788
00255.png,True,keep,27.447937776584276
00256.png,True,keep,22.486428100575186
00257.png,True,keep,20.08648324037761
00258.png,True,keep,22.05681300969886
00259.png,True,keep,26.5107505333668
00260.png,True,keep,21.15654227876414
00261.png,True,keep,22.505704818323725
00262.png,True,keep,30.276637070568007
00263.png,True,keep,22.59636517448208
00264.png,True,keep,19.05385780022429
00265.png,True,keep,22.218152966927754
00266.png,True,keep,22.73628267348098
00267.png,True,keep,40.10947064122807
00268.png,True,keep,27.325303531621167
00269.png,True,keep,25.68430637285211
00270.png,True,keep,23.056819797947735
00271.png,True,keep,25.83631366624209
00272.png,True,keep,25.15617941403964
00273.png,True,keep,18.22233585317966
00274.png,True,keep,21.942381250230525
00275.png,True,keep,20.746455013629724
00276.png,True,keep,29.39220873625059
00277.png,True,keep,26.358166804856324
00278.png,True,keep,22.462062404256233
00279.png,True,keep,23.21852078752828
00280.png,True,keep,19.011056025211154
00281.png,True,keep,23.675047084362966
00282.png,True,keep,24.488108455743625
00283.png,True,keep,25.571787648652933
00284.png,True,keep,29.075717920715608
00285.png,True,keep,20.458843506460035
00286.png,True,keep,25.162813832461243
00287.png,True,keep,24.725315611329485
00288.png,True,keep,21.91472568100032
00289.png,True,keep,19.86405169154616
00290.png,True,keep,22.906501772175922
00291.png,True,keep,23.574943961062715
00292.png,True,keep,21.432611552123944
00293.png,True,keep,22.264891762689707
00294.png,True,keep,29.961626922916984
00295.png,True,keep,25.153595456613832
00296.png,True,keep,25.448702897618254
00297.png,True,keep,23.751870790910488
00298.png,True,keep,32.45109741041172
00299.png,True,keep,29.66099801922976
00300.png,True,keep,21.663127764032765
00301.png,True,keep,23.493291312777785
00302.png,True,keep,23.84160949840476
00303.png,True,keep,31.588388194239457
00304.png,True,keep,22.800026130139777
00305.png,True,keep,30.15999425373049
00306.png,True,keep,28.730631264625487
00307.png,True,keep,21.001659758215567
00308.png,True,keep,22.13843099934789
00309.png,True,keep,21.405235500352966
00310.png,True,keep,24.135694359139343
00311.png,True,keep,26.62592167097792
00312.png,True,keep,27.2407367954176
00313.png,True,keep,23.20730260583921
00314.png,True,keep,23.177987614985685
00315.png,True,keep,22.8772438339674
00316.png,True,keep,24.652063945915117
00317.png,True,keep,23.2723429898391
00318.png,True,keep,19.62211245478425
00319.png,True,keep,28.803975923778037
00320.png,True,keep,19.139976127647895
00321.png,True,keep,22.89214310527693
00322.png,True,keep,26.236698674862478
00323.png,True,keep,20.25592644861498
00324.png,True,keep,24.373288912969613
00325.png,True,keep,19.90680963725342
00326.png,True,keep,30.08880459219318
00327.png,True,keep,38.24953323934324
00328.png,True,keep,27.704791229961977
00329.png,True,keep,20.86935806430536
00330.png,True,keep,25.829674316427514
00331.png,True,keep,31.75704424278106
00332.png,True,keep,25.257704886999438
00333.png,True,keep,23.236797492929885
00334.png,True,keep,20.648374294956096
00335.png,True,keep,25.193667441291502
00336.png,True,keep,24.95849966434957
00337.png,True,keep,20.425142721512426
00338.png,True,keep,22.674834984716306
00339.png,True,keep,20.85068037004239
00340.png,True,keep,25.936089927464803
00341.png,True,keep,37.251328728458326
00342.png,True,keep,22.538031725666468
00343.png,True,keep,26.204260106164433
00344.png,True,keep,28.699828649953712
00345.png,True,keep,23.083531715310453
00346.png,True,keep,24.403204360669754
00347.png,True,keep,19.880594102349757
00348.png,True,keep,24.892074217475862
00349.png,True,keep,24.614163390696355
00350.png,True,keep,21.66920054793085
00351.png,True,keep,26.415433368894572
00352.png,True,keep,29.34170956174754
00353.png,True,keep,25.641016210088328
00354.png,True,keep,23.756513414185612
00355.png,True,keep,25.14657674051338
00356.png,True,keep,37.13436400531298
00357.png,True,keep,35.921780221218285
00358.png,True,keep,23.005634907481955
00359.png,True,keep,24.801031521372256
00360.png,True,keep,26.695628816903213
00361.png,True,keep,30.007133967635333
00362.png,True,keep,21.916176354771117
00363.png,True,keep,20.98833712827791
00364.png,True,keep,22.523471759709967
00365.png,True,keep,27.29859263827851
00366.png,True,keep,25.77076623611265
00367.png,True,keep,31.041356429395375
00368.png,True,keep,25.130401456982515
00369.png,True,keep,26.45557328233597
00370.png,True,keep,24.085890251011413
00371.png,True,keep,24.011643989604966
00372.png,True,keep,29.844233058069904
00373.png,True,keep,37.589036090944944
00374.png,True,keep,24.306441893998816
00375.png,True,keep,30.482233589592497
00376.png,True,keep,24.403344248776687
00377.png,True,keep,20.949139683641206
00378.png,True,keep,23.732698840746835
00379.png,True,keep,29.386792756319963
00380.png,True,keep,21.88998784060313
00381.png,True,keep,35.794995571713606
00382.png,True,keep,25.76467512683568
00383.png,False,low_psnr<18.0,16.132997815937564
00384.png,True,keep,20.6733877617552
00385.png,True,keep,19.541883243338543
00386.png,True,keep,20.868571810728263
00387.png,True,keep,24.685649839384034
00388.png,True,keep,23.840354339920495
00389.png,True,keep,24.890943915183804
00390.png,True,keep,20.28660067297227
00391.png,True,keep,18.13326364622931
00392.png,True,keep,24.1142954613793
00393.png,True,keep,24.51810880751133
00394.png,True,keep,23.09888206208958
00395.png,True,keep,24.548256847275283
00396.png,True,keep,22.479344342393563
00397.png,True,keep,24.214118332041785
00398.png,True,keep,27.694239641866247
00399.png,True,keep,21.49240050509939
00400.png,True,keep,23.01186641802072
00401.png,True,keep,23.7058633363498
00402.png,True,keep,21.01818751338652
00403.png,True,keep,26.32988163799535
00404.png,False,low_psnr<18.0,17.501219306004003
00405.png,True,keep,22.332207370050654
00406.png,True,keep,20.909568014896664
00407.png,True,keep,19.87517013587435
00408.png,True,keep,35.339087746680484
00409.png,True,keep,27.551148598006428
00410.png,True,keep,23.89815082070578
00411.png,True,keep,25.349937193943273
00412.png,True,keep,24.482310183431622
00413.png,True,keep,21.048961969549296
00414.png,True,keep,19.16829125207262
00415.png,True,keep,21.08146387585153
00416.png,True,keep,20.8670863344015
00417.png,True,keep,30.136790962164383
00418.png,True,keep,19.689843131786525
00419.png,True,keep,26.658175953523354
00420.png,True,keep,22.790148445320032
00421.png,True,keep,20.681562003414882
00422.png,True,keep,26.04014647158131
00423.png,True,keep,20.210290378544773
00424.png,True,keep,21.969416225687226
00425.png,True,keep,28.273347385921262
00426.png,True,keep,25.59670960513929
00427.png,True,keep,26.426454427199346
00428.png,True,keep,26.084142585794474
00429.png,True,keep,25.758259439574243
00430.png,True,keep,22.81216908425984
00431.png,True,keep,29.007353324104443
00432.png,True,keep,23.82761698146577
00433.png,True,keep,24.992182232258134
00434.png,True,keep,22.431298196708095
00435.png,True,keep,23.83436537560518
00436.png,True,keep,22.01618671822771
00437.png,True,keep,24.075740746867055
00438.png,False,low_psnr<18.0,16.507516664941328
00439.png,True,keep,22.84268486598141
00440.png,True,keep,33.42308437554125
00441.png,True,keep,18.61447241776596
00442.png,True,keep,24.965883796489408
00443.png,True,keep,23.873475904795775
00444.png,True,keep,25.088663865574652
00445.png,True,keep,24.77453746570577
00446.png,True,keep,25.917830730745433
00447.png,True,keep,22.971678086254748
00448.png,True,keep,21.118792843918406
00449.png,True,keep,22.918800854321702
00450.png,True,keep,22.116402525870043
00451.png,True,keep,19.196443909240614
00452.png,True,keep,20.46972908160409
00453.png,True,keep,24.64295779899129
00454.png,True,keep,23.58362707694893
00455.png,True,keep,24.250993586763073
00456.png,True,keep,23.33911397942225
00457.png,True,keep,29.766192000557254
00458.png,True,keep,23.376051397659836
00459.png,True,keep,24.667277744737632
00460.png,True,keep,29.052834795547593
00461.png,True,keep,27.13805514173789
00462.png,True,keep,23.96317236809706
00463.png,True,keep,23.90806789481024
00464.png,True,keep,29.918453676370625
00465.png,False,low_psnr<18.0,15.856358148441336
00466.png,True,keep,35.87037051093213
00467.png,True,keep,21.0164959469317
00468.png,True,keep,24.245001025831684
00469.png,True,keep,21.732567951962345
00470.png,True,keep,27.045330089823207
00471.png,True,keep,27.35023841509697
00472.png,True,keep,26.636455780259723
00473.png,True,keep,25.70743691570715
00474.png,True,keep,21.61781638588829
00475.png,True,keep,29.43221293966876
00476.png,True,keep,21.13727734199477
00477.png,True,keep,22.889413835137745
00478.png,True,keep,26.717798000070875
00479.png,True,keep,19.137445701878494
00480.png,True,keep,20.86907621163356
00481.png,True,keep,25.719973352620528
00482.png,True,keep,29.508924389025353
00483.png,True,keep,25.397500643412002
00484.png,True,keep,22.80137246317342
00485.png,True,keep,23.121722663473836
00486.png,True,keep,23.256134890607033
00487.png,True,keep,23.27633622295997
00488.png,True,keep,20.328342240588068
00489.png,False,low_psnr<18.0,16.617875885918824
00490.png,True,keep,26.14845035896613
00491.png,True,keep,25.131248717534703
00492.png,True,keep,22.419519845582528
00493.png,True,keep,29.418854603678398
00494.png,True,keep,20.537938344715123
00495.png,True,keep,24.32340952521843
00496.png,True,keep,34.49127126899504
00497.png,True,keep,29.558531698168082
00498.png,True,keep,21.4328417401397
00499.png,True,keep,28.801479242968597
00500.png,True,keep,25.777701911293647
00501.png,True,keep,30.646181179383348
00502.png,True,keep,20.206318555527734
00503.png,True,keep,21.955131415242516
00504.png,True,keep,22.560248611343773
00505.png,True,keep,22.571230330317867
00506.png,True,keep,25.322584784409045
00507.png,True,keep,23.682775764896856
00508.png,True,keep,24.841829307781875
00509.png,True,keep,23.916026629091537
00510.png,True,keep,22.421356161988268
00511.png,True,keep,18.548500894668926
00512.png,True,keep,20.637091212105663
00513.png,True,keep,20.919370129564918
00514.png,True,keep,20.917706539126343
00515.png,True,keep,30.331046119763446
00516.png,True,keep,24.42659305273788
00517.png,True,keep,23.84887066945457
00518.png,True,keep,21.433580862219635
00519.png,True,keep,22.194977102462406
00520.png,True,keep,22.41215604989724
00521.png,True,keep,25.968247541619363
00522.png,True,keep,21.393310316691544
00523.png,True,keep,19.56203512343156
00524.png,True,keep,24.886828153667153
00525.png,True,keep,39.194046997772084
00526.png,True,keep,23.269129583859765
00527.png,True,keep,21.956703753493493
00528.png,True,keep,22.26846755839776
00529.png,True,keep,25.750748248912796
00530.png,True,keep,23.253467578501112
00531.png,True,keep,27.1401631343167
00532.png,True,keep,21.62746479555029
00533.png,True,keep,25.464967746592176
00534.png,True,keep,26.48999607154012
00535.png,True,keep,29.288519891900098
00536.png,True,keep,25.099220218426378
00537.png,True,keep,26.36837727725208
00538.png,True,keep,37.98974910498702
00539.png,True,keep,23.5484690076183
00540.png,True,keep,21.940356507936386
00541.png,True,keep,24.799996066001015
00542.png,True,keep,24.596758718760544
00543.png,True,keep,28.127328244839262
00544.png,True,keep,26.012880241304536
00545.png,True,keep,22.4360779268413
00546.png,True,keep,25.79944528689269
00547.png,False,low_psnr<18.0,16.515931107447045
00548.png,True,keep,24.824959652531156
00549.png,True,keep,20.916720169292816
00550.png,True,keep,22.016622200493533
00551.png,True,keep,26.70576936244947
00552.png,True,keep,29.970588128505167
00553.png,True,keep,25.59607554945326
00554.png,True,keep,39.30605976327137
00555.png,True,keep,25.28621537151367
00556.png,True,keep,25.866979952837973
00557.png,False,low_psnr<18.0,17.564670939334583
00558.png,True,keep,25.454571696471096
00559.png,True,keep,21.61990482455698
00560.png,True,keep,23.984150647894076
00561.png,True,keep,30.516967143714755
00562.png,True,keep,21.42875205097752
00563.png,True,keep,28.920917287902235
00564.png,True,keep,19.725779496749535
00565.png,True,keep,31.33039023768845
00566.png,True,keep,23.99038619108046
00567.png,True,keep,22.345854259569144
00568.png,True,keep,28.259926018840797
00569.png,True,keep,31.273705960827435
00570.png,True,keep,22.089373980990384
00571.png,True,keep,22.954223228665636
00572.png,True,keep,25.592675041717115
00573.png,True,keep,29.33832861611461
00574.png,True,keep,20.105579216765367
00575.png,True,keep,19.985606634080845
00576.png,True,keep,23.527726818893647
00577.png,True,keep,23.239731340605097
00578.png,True,keep,23.795790017312243
00579.png,True,keep,39.98268279356021
00580.png,True,keep,29.518579139554188
00581.png,True,keep,20.068884173772172
00582.png,True,keep,23.67793600296401
00583.png,True,keep,26.597238018230893
00584.png,False,low_psnr<18.0,17.54332244723367
00585.png,True,keep,23.534956461887656
00586.png,True,keep,24.781179320720803
00587.png,True,keep,27.114482961392028
00588.png,True,keep,23.348261640312693
00589.png,True,keep,19.58427305689607
00590.png,True,keep,22.2253723976019
00591.png,True,keep,25.410976652248376
00592.png,True,keep,28.227603298750765
00593.png,True,keep,22.039355698018692
00594.png,True,keep,23.86317502612572
00595.png,True,keep,23.97228168482991
00596.png,True,keep,28.881105820615826
00597.png,True,keep,25.23336100727738
00598.png,True,keep,23.15227360879983
00599.png,True,keep,25.17548090791115
00600.png,True,keep,25.517583813407967
00601.png,True,keep,26.22625891715189
00602.png,True,keep,24.308639823700297
00603.png,True,keep,23.568767380668287
00604.png,True,keep,38.6812356606471
00605.png,True,keep,28.791740253852517
00606.png,True,keep,20.493872845016263
00607.png,True,keep,22.584393191763237
00608.png,True,keep,38.113225176439876
00609.png,True,keep,27.91316424544163
00610.png,True,keep,23.444992166767555
00611.png,True,keep,28.65076263035054
00612.png,True,keep,21.044385887293714
00613.png,True,keep,20.33826617396532
00614.png,True,keep,19.791957988784425
00615.png,True,keep,24.372150318734622
00616.png,True,keep,19.996685873613036
00617.png,True,keep,25.39004614234511
00618.png,True,keep,29.26092178584692
00619.png,True,keep,21.596791271608385
00620.png,True,keep,20.708640061473808
00621.png,True,keep,20.734015177230347
00622.png,True,keep,21.033263949995742
00623.png,True,keep,23.67693637843069
00624.png,True,keep,22.070449413370596
00625.png,True,keep,22.60248677137758
00626.png,True,keep,24.96240885029607
00627.png,True,keep,25.31927658084522
00628.png,True,keep,24.324772650799
00629.png,True,keep,26.140038904826532
00630.png,True,keep,25.86659868802255
00631.png,True,keep,24.998584466932293
00632.png,True,keep,25.52907652799576
00633.png,True,keep,23.593320512340725
00634.png,True,keep,23.532036958353054
00635.png,True,keep,30.50223390677879
00636.png,True,keep,19.5405646669347
00637.png,True,keep,22.7260870989496
00638.png,True,keep,26.681562372915742
00639.png,True,keep,22.695659509092422
00640.png,True,keep,20.89558250457293
00641.png,True,keep,26.441116316801452
00642.png,True,keep,22.962897130477447
00643.png,True,keep,26.813659952064135
00644.png,True,keep,21.465864031560272
00645.png,True,keep,37.60616644136525
00646.png,True,keep,28.798104140913154
00647.png,True,keep,23.53369350930484
00648.png,True,keep,22.671912306626165
00649.png,True,keep,25.184950030598053
00650.png,True,keep,30.23800740298781
00651.png,True,keep,25.68875026977681
00652.png,False,low_psnr<18.0,16.60025663354058
00653.png,True,keep,21.023527765855754
00654.png,True,keep,30.31532000066747
00655.png,True,keep,29.56358419933048
00656.png,False,low_psnr<18.0,17.63893343298517
00657.png,True,keep,40.07008920895393
00658.png,True,keep,26.546199963268577
00659.png,True,keep,21.48437237814099
00660.png,True,keep,26.273409509042104
00661.png,True,keep,24.590987879077915
00662.png,True,keep,26.99164383237935
00663.png,True,keep,29.046052823148546
00664.png,True,keep,23.972589982486
00665.png,True,keep,35.65988595804396
00666.png,True,keep,27.17970015987055
00667.png,True,keep,26.50027713739926
00668.png,True,keep,39.233742106498454
00669.png,True,keep,23.03796436959469
00670.png,True,keep,24.815995279823902
00671.png,True,keep,25.917715677418094
00672.png,True,keep,20.28152274451618
00673.png,True,keep,23.019149194145125
00674.png,True,keep,22.593901838258482
00675.png,True,keep,26.627447280736675
00676.png,True,keep,26.45591709595559
00677.png,True,keep,25.65732711218668
00678.png,True,keep,37.28274843620539
00679.png,True,keep,20.93005787887894
00680.png,False,low_psnr<18.0,15.711871448474756
00681.png,True,keep,25.55606093502189
00682.png,True,keep,21.327948211637242
00683.png,True,keep,22.021327089813077
00684.png,True,keep,22.114279437441503
00685.png,True,keep,25.290686433548967
00686.png,True,keep,24.396919103667095
00687.png,True,keep,25.93845733532001
00688.png,True,keep,22.358549422107366
00689.png,True,keep,25.514714382765984
00690.png,True,keep,24.946598667953474
00691.png,True,keep,21.213863414161978
00692.png,True,keep,26.79982651612464
00693.png,True,keep,18.952359986802918
00694.png,True,keep,29.897264557730615
00695.png,True,keep,24.603519308707927
00696.png,True,keep,21.889019137491843
00697.png,True,keep,21.62624967978342
00698.png,True,keep,23.55034648939874
00699.png,True,keep,23.881727658629366
00700.png,True,keep,18.685664534783687
00701.png,True,keep,31.06056915571155
00702.png,False,low_psnr<18.0,17.709781990955396
00703.png,True,keep,23.114661394176686
00704.png,True,keep,24.152794313997475
00705.png,True,keep,31.502253708828256
00706.png,False,low_psnr<18.0,17.58978256656213
00707.png,True,keep,25.774373854591115
00708.png,True,keep,25.61456916410779
00709.png,True,keep,24.277169472215576
00710.png,True,keep,25.19073746800773
00711.png,True,keep,22.00020399511635
00712.png,True,keep,23.611650144273874
00713.png,True,keep,26.350541936275054
00714.png,True,keep,20.02249749511021
00715.png,False,low_psnr<18.0,16.48089947856495
00716.png,True,keep,23.361831500348988
00717.png,True,keep,20.905738724712574
00718.png,True,keep,24.65202081424648
00719.png,True,keep,20.92015505377219
00720.png,True,keep,20.080606742286573
00721.png,True,keep,23.765163584766267
00722.png,True,keep,22.22074413548523
00723.png,True,keep,19.222245955147052
00724.png,True,keep,26.464845948718306
00725.png,True,keep,25.323486007367496
00726.png,True,keep,25.13489970677243
00727.png,True,keep,24.421157198697948
00728.png,True,keep,25.86909423881378
00729.png,True,keep,23.805313787003865
00730.png,True,keep,23.129323725758862
00731.png,True,keep,23.092854399981462
00732.png,True,keep,24.297966971223566
00733.png,True,keep,26.952437265199517
00734.png,True,keep,28.768456935801055
00735.png,True,keep,29.72540408125156
00736.png,True,keep,25.073332036492747
00737.png,True,keep,22.512150905607978
00738.png,True,keep,27.387275867936417
00739.png,True,keep,25.29257101709404
00740.png,True,keep,26.643587786756978
00741.png,True,keep,23.73487010505587
00742.png,True,keep,25.698631602525523
00743.png,True,keep,38.4848686360052
00744.png,True,keep,22.96454863667316
00745.png,True,keep,38.1306470531645
00746.png,True,keep,25.528988070727504
00747.png,True,keep,19.24149302067483
00748.png,True,keep,23.91060800753353
00749.png,True,keep,23.688663521060324
00750.png,True,keep,25.091400026823756
00751.png,True,keep,26.502201913495924
00752.png,True,keep,25.82710188699101
00753.png,True,keep,24.957438746016226
00754.png,True,keep,29.254923499505388
00755.png,True,keep,24.026106172650884
00756.png,True,keep,20.741364846994777
00757.png,True,keep,25.06203832507222
00758.png,True,keep,20.363868897544958
00759.png,True,keep,21.541226391738423
00760.png,True,keep,24.577385082337027
00761.png,True,keep,20.575023481010142
00762.png,True,keep,24.871095966703088
00763.png,True,keep,23.10456856703179
00764.png,True,keep,28.005935976171997
00765.png,True,keep,19.583940789944936
00766.png,True,keep,26.60283030676126
