filename,bicubic_psnr
00359.png,24.80102949311528
00360.png,26.69562813854752
00361.png,30.007132649595142
00362.png,21.916175448412385
00363.png,20.98833537924209
00364.png,22.523472415004637
00365.png,27.298591457398192
00366.png,25.770764978022758
00367.png,31.041353536471057
00368.png,25.13039808813236
00369.png,26.455574760715766
00370.png,24.08589109505342
00371.png,24.011640770633345
00372.png,29.844231802228727
00373.png,37.58903390323589
00374.png,24.306439259263456
00375.png,30.48223355983373
00376.png,24.403344514976904
00377.png,20.949139760538547
00378.png,23.732698719421133
00379.png,29.386794138686763
00380.png,21.88998637899035
00381.png,35.79499417218245
00382.png,25.76467119691765
00383.png,16.132996601603587
00384.png,20.67338686151441
00385.png,19.541881946217565
00386.png,20.8685699752642
00387.png,24.68564867474466
00388.png,23.84035744480441
00389.png,24.89094478684217
00390.png,20.286598975662663
00391.png,18.13326694913485
00392.png,24.114296810463863
00393.png,24.518107504536687
00394.png,23.09887940678704
00395.png,24.548253637617545
00396.png,22.479343380255152
00397.png,24.2141173409264
00398.png,27.694238421552956
00399.png,21.492400831108736
00400.png,23.01186452840854
00401.png,23.705864819361103
00402.png,21.01818720612731
00403.png,26.32988440081241
00404.png,17.50121997326052
00405.png,22.332206838047178
00406.png,20.909568774744173
00407.png,19.8751714936217
00408.png,35.33908772201697
00409.png,27.55114909450868
00410.png,23.89814911463787
00411.png,25.349939180470248
00412.png,24.4823096725286
00413.png,21.04896185442614
00414.png,19.16829553816052
00415.png,21.081461282800625
00416.png,20.867085589570088
00417.png,30.13679325185739
00418.png,19.68984060708079
00419.png,26.658175360104664
00420.png,22.790148700653752
00421.png,20.681564362550876
00422.png,26.040148048994396
00423.png,20.21029118301313
00424.png,21.96941486904883
00425.png,28.273348136430958
00426.png,25.59670988620162
00427.png,26.42645656666315
00428.png,26.08414066929553
00429.png,25.758259767863304
00430.png,22.81217026176529
00431.png,29.00735297418916
00432.png,23.82761712053778
00433.png,24.99218346025362
00434.png,22.431300565049767
00435.png,23.83436700301499
00436.png,22.016189061702505
00437.png,24.075740783786483
00438.png,16.50751470025706
00439.png,22.84268426407097
00440.png,33.42308659588608
00441.png,18.61447765912841
00442.png,24.96588835838313
00443.png,23.873475525716465
00444.png,25.088661908026783
00445.png,24.77453520062742
00446.png,25.91783093009717
00447.png,22.971675228662075
00448.png,21.11879250614736
00449.png,22.9188039209631
00450.png,22.116403859624636
00451.png,19.196445207734097
00452.png,20.469729181941567
00453.png,24.64295790570646
00454.png,23.583626114820856
00455.png,24.25099116742741
00456.png,23.339118372317017
00457.png,29.7661936552863
00458.png,23.376050471749224
00459.png,24.66728060336125
00460.png,29.05283219801507
00461.png,27.13805668343708
00462.png,23.96317388070932
00463.png,23.90806521805525
00464.png,29.91845242925799
00465.png,15.85635623303032
00466.png,35.87037238798259
00467.png,21.016497719810843
00468.png,24.245000163936243
00469.png,21.732567991511846
00470.png,27.04532807662893
00471.png,27.350240168464158
00472.png,26.636455683293416
00473.png,25.707435017150875
00474.png,21.617817670866938
00475.png,29.43220877392136
00476.png,21.137279692064496
00477.png,22.889414855809072
00478.png,26.71779959646429
00479.png,19.13744764781979
00480.png,20.86907401865713
00481.png,25.71997301750762
00482.png,29.5089253619574
00483.png,25.39749891864425
00484.png,22.801373609361114
00485.png,23.121722275387803
00486.png,23.256134164882035
00487.png,23.276334795277
00488.png,20.32834595523909
00489.png,16.61787469957237
00490.png,26.148448232609777
00491.png,25.13125025859888
00492.png,22.419516958946968
00493.png,29.418854326036943
00494.png,20.53793688129801
00495.png,24.323409736401164
00496.png,34.49127203616583
00497.png,29.55853225462764
00498.png,21.43283954006894
00499.png,28.80148004450806
00500.png,25.77770275394136
00501.png,30.64618515257083
00502.png,20.206317988861606
00503.png,21.955130663128884
00504.png,22.56024774484781
00505.png,22.57123061828405
00506.png,25.322581840927327
00507.png,23.682777365781472
00508.png,24.84183205412129
00509.png,23.916027803069547
00510.png,22.42135528831293
00511.png,18.548500148153483
00512.png,20.637090897324253
00513.png,20.91936861638719
00514.png,20.917707823359763
00515.png,30.331049650470444
00516.png,24.42659401856418
00517.png,23.848869219087085
00518.png,21.433582756070816
00519.png,22.19497847981092
00520.png,22.41215231766718
00521.png,25.968250074812424
00522.png,21.3933120566945
00523.png,19.562033292428104
00524.png,24.88682662768173
00525.png,39.19404924427257
00526.png,23.269130983963105
00527.png,21.956704977759635
00528.png,22.2684649914958
00529.png,25.750747069379468
00530.png,23.25346723608689
00531.png,27.140163677902883
00532.png,21.62746460516642
00533.png,25.46496756851599
00534.png,26.489997460083565
00535.png,29.28851925719449
00536.png,25.099216930231574
00537.png,26.36837664108218
00538.png,37.98974896309071
00539.png,23.548470738170455
00540.png,21.940356104178264
00541.png,24.79999523525516
00542.png,24.59675923257365
00543.png,28.127328353780765
00544.png,26.012882227088344
00545.png,22.436078960515918
00546.png,25.79944460645768
00547.png,16.515932574688122
00548.png,24.824960847542883
00549.png,20.916717821187795
00550.png,22.016620017402158
00551.png,26.70576861069537
00552.png,29.97058955905244
00553.png,25.59607574485373
00554.png,39.30605948633162
00555.png,25.286215104064503
00556.png,25.866981436984283
00557.png,17.564672407930487
00558.png,25.45456984492528
00559.png,21.61990578246973
00560.png,23.98415386133316
00561.png,30.516965805438915
00562.png,21.428752186038977
00563.png,28.92091708194636
00564.png,19.72577831777221
00565.png,31.330390869444177
00566.png,23.99038715576549
00567.png,22.34585324524735
00568.png,28.25992809716377
00569.png,31.273704482134637
00570.png,22.08937447385882
00571.png,22.95422692454459
00572.png,25.59267584441499
00573.png,29.33832999127972
00574.png,20.105580929143684
00575.png,19.98560804746304
00576.png,23.527727204416927
00577.png,23.23972846329328
00578.png,23.79579247209838
00579.png,39.98268319065599
00580.png,29.51857815244476
00581.png,20.0688838669158
00582.png,23.677936450571536
00583.png,26.59723655443574
00584.png,17.54332205840769
00585.png,23.534955917167075
00586.png,24.78117825184665
00587.png,27.11448214020233
00588.png,23.348261943934617
00589.png,19.58427308592105
00590.png,22.225370983976784
00591.png,25.41097787976551
00592.png,28.227605623842447
00593.png,22.03935400711377
00594.png,23.86317503608861
00595.png,23.97228343584554
00596.png,28.881107821772005
00597.png,25.233361112123323
00598.png,23.152273465212808
00599.png,25.17547998203773
00600.png,25.51758251223696
00601.png,26.226261094823823
00602.png,24.30864056354266
00603.png,23.568769420907103
00604.png,38.68123399925238
00605.png,28.791737278041367
00606.png,20.49387291824541
00607.png,22.58439471596176
00608.png,38.11322401830963
00609.png,27.913167128591542
00610.png,23.44499379575774
00611.png,28.65076470261037
00612.png,21.04438568664844
00613.png,20.33826668876608
00614.png,19.79195959491304
00615.png,24.37215208184957
00616.png,19.99668738890254
00617.png,25.39004209743666
00618.png,29.260920216068243
00619.png,21.596792209171557
00620.png,20.70863940044045
00621.png,20.73401525176223
00622.png,21.033265224678225
00623.png,23.676934175723385
00624.png,22.07045066899003
00625.png,22.602488526560386
00626.png,24.962407315034444
00627.png,25.319276720616138
00628.png,24.324769993839297
00629.png,26.140039895560548
00630.png,25.8666014747789
00631.png,24.998585743142204
00632.png,25.529074616548307
00633.png,23.593321388287457
00634.png,23.53203672627975
00635.png,30.50223631362917
00636.png,19.54056472778388
00637.png,22.726088555661725
00638.png,26.681560399200865
00639.png,22.695655922042903
00640.png,20.89558130463464
00641.png,26.44111377926412
00642.png,22.96289598373544
00643.png,26.813658860344404
00644.png,21.465866444174072
00645.png,37.60616634995111
00646.png,28.79810067527864
00647.png,23.533695134967985
00648.png,22.67191595549524
00649.png,25.18494966668099
00650.png,30.238002569740537
00651.png,25.68875148132971
00652.png,16.600258212060737
00653.png,21.02352876453037
00654.png,30.315320937156397
00655.png,29.56358238251179
00656.png,17.638934215557647
00657.png,40.07008960112316
00658.png,26.546201140269364
00659.png,21.48437444193459
00660.png,26.273411145117255
00661.png,24.590987724482066
00662.png,26.99164422955137
00663.png,29.046053167846075
00664.png,23.972590781427808
00665.png,35.65988602249988
00666.png,27.179702280360925
00667.png,26.500277341756767
00668.png,39.23374109951628
00669.png,23.037961819619067
00670.png,24.81600184898412
00671.png,25.917715308148797
00672.png,20.281522846254383
00673.png,23.01914868729593
00674.png,22.593902754721043
00675.png,26.62744923464155
00676.png,26.455919498327766
00677.png,25.65732648229484
00678.png,37.28275115506252
00679.png,20.93005885163436
00680.png,15.711869113406763
00681.png,25.556059865563373
00682.png,21.327947688615104
00683.png,22.02133039814006
00684.png,22.114280829941265
00685.png,25.29068932123267
00686.png,24.396919093832665
00687.png,25.9384608779196
00688.png,22.35854956019102
00689.png,25.51471484204388
00690.png,24.94659962987437
00691.png,21.21386312291419
00692.png,26.799829409288343
00693.png,18.95236020611728
00694.png,29.897264074993583
00695.png,24.60352097287394
00696.png,21.889019325543405
00697.png,21.626251501219976
00698.png,23.550344193055903
00699.png,23.881729478899064
00700.png,18.6856636264335
00701.png,31.06056769622385
00702.png,17.709782471801585
00703.png,23.11466199835172
00704.png,24.15279605945249
00705.png,31.50225290167425
00706.png,17.589783143400105
00707.png,25.774373334109548
00708.png,25.61456764300181
00709.png,24.277169876229078
00710.png,25.19073756689636
00711.png,22.000203285515493
00712.png,23.611652383170004
00713.png,26.3505402019599
00714.png,20.022493080993403
00715.png,16.48090089432853
00716.png,23.36183086282857
00717.png,20.90573579926703
00718.png,24.65201604140204
00719.png,20.920155666020094
00720.png,20.080608035988888
00721.png,23.765162301327926
00722.png,22.22074364437645
00723.png,19.222243797880854
00724.png,26.464843624652453
00725.png,25.323485959474684
00726.png,25.134899975570452
00727.png,24.42115769177864
00728.png,25.869094544548744
00729.png,23.805313810695036
00730.png,23.129322717257395
00731.png,23.092857137911174
00732.png,24.297966740198262
00733.png,26.95243937990968
00734.png,28.76845708272858
00735.png,29.72540426140567
00736.png,25.07333341087695
00737.png,22.51215108761244
00738.png,27.38727796837816
00739.png,25.29256954499096
00740.png,26.64358747229906
00741.png,23.734870946594132
00742.png,25.698630359614057
00743.png,38.484869528652645
00744.png,22.96454596995084
00745.png,38.13064695049359
00746.png,25.528989376878112
00747.png,19.24149088211408
00748.png,23.910607948833523
00749.png,23.68866137554654
00750.png,25.09139861479977
00751.png,26.50220072279398
00752.png,25.827100690965157
00753.png,24.95743806305141
00754.png,29.254921425371123
00755.png,24.026105589670166
00756.png,20.741364570250344
00757.png,25.062035775015605
00758.png,20.36386775736768
00759.png,21.541227358241606
00760.png,24.5773855877025
00761.png,20.575026806227385
00762.png,24.871094441085745
00763.png,23.10456887335546
00764.png,28.005936141624844
00765.png,19.58394275611565
00766.png,26.6028307115079
00767.png,25.332533403357232
00768.png,22.398384482865023
00769.png,24.2231703181811
00770.png,24.60284034000842
00771.png,19.829278211203
00772.png,36.6575079176813
00773.png,28.30302340657422
00774.png,26.6898440027118
00775.png,23.7635142052443
00776.png,21.70432763585175
00777.png,19.82869487652895
00778.png,32.6434652954724
00779.png,25.86944381239894
00780.png,20.5599207527547
00781.png,22.856105900204323
00782.png,23.55967995071279
00783.png,28.88455193834396
00784.png,26.77381194762664
00785.png,21.16450142755721
00786.png,38.95321048257341
00787.png,18.79319803548894
00788.png,24.41282959201278
00789.png,33.170689293015286
00790.png,27.23278747183881
00791.png,30.25060065749405
00792.png,30.31302134216812
00793.png,25.474323761413537
00794.png,23.38365959773224
00795.png,22.803697475924917
00796.png,21.100525069163723
00797.png,27.96296920964059
00798.png,20.80575872933856
00799.png,23.702999130627905
00800.png,24.306852145674696
00801.png,24.866084716179387
00802.png,23.631188844349943
00803.png,29.50308710688454
00804.png,24.203936849802435
00805.png,23.345100874872344
00806.png,22.06676285260113
00807.png,25.43121582218611
00808.png,24.73788631237556
00809.png,24.34333771577856
00810.png,26.68978642759199
00811.png,22.066151529118137
00812.png,25.31863379639741
00813.png,24.28842745900915
00814.png,25.08222143421807
00815.png,26.184199285923896
00816.png,24.18347827576862
00817.png,22.10572171664108
00818.png,29.108814740218943
00819.png,30.035047637301844
00820.png,31.30749851525584
00821.png,30.10685573647728
00822.png,19.118926189512116
00823.png,22.867875793290192
00824.png,26.463521124524128
00825.png,22.57861518943272
00826.png,23.88193090393796
00827.png,32.115711702435334
00828.png,24.68509484037274
00829.png,20.8377895998981
00830.png,17.645969743820608
00831.png,27.855209378392413
00832.png,29.811726782916462
00833.png,21.04952614098493
00834.png,23.14284601293847
00835.png,38.20278533566433
00836.png,25.61846849787358
00837.png,34.82223170110865
00838.png,23.268208422681624
00839.png,26.365559579674525
00840.png,27.646743440326137
00841.png,25.27283046581104
00842.png,17.602269381059457
00843.png,26.571008260381237
00844.png,21.60334460497932
00845.png,28.68275375694435
00846.png,22.30854592550047
00847.png,28.7734171512281
00848.png,16.57539796286363
00849.png,22.433862159423555
00850.png,24.02492380073408
00851.png,26.00336366637652
00852.png,27.21917273658779
00853.png,26.117852505667614
00854.png,25.646406874098183
00855.png,24.78460743698385
00856.png,16.334563074681437
00857.png,18.3132957928712
00858.png,25.29578216742219
00859.png,21.808269050694857
00860.png,21.15786550044492
00861.png,21.932157569571743
00862.png,26.33308119110452
00863.png,22.163032222912168
00864.png,30.102428122334103
00865.png,24.628627653614718
00866.png,21.91497202846909
00867.png,19.948176781660194
00868.png,19.93334252076857
00869.png,24.41511831527609
00870.png,21.47076159604763
00871.png,37.1456376389952
00872.png,23.831289461107858
00873.png,25.701891750931097
00874.png,22.715433108703294
00875.png,23.43490288446266
00876.png,30.71972583149564
00877.png,23.58896955101416
00878.png,24.91673822826023
00879.png,25.557035733180197
00880.png,24.770692420253557
00881.png,30.679924882814035
00882.png,22.943830616844515
00883.png,27.11813118901312
00884.png,23.197806407460103
00885.png,22.26089013889956
00886.png,26.12194599707071
00887.png,20.01925329870584
00888.png,24.007096423119624
00889.png,24.020068065483397
00890.png,22.24563607197122
00891.png,21.747697536886847
00892.png,19.82352158875266
00893.png,23.09047620114804
00894.png,16.093259568910785
00895.png,23.44173179746746
00896.png,25.798980563130165
00897.png,29.83640897382398
00898.png,25.46969809769493
00899.png,24.21506531694192
00900.png,23.25714510517405
00901.png,24.151169388475587
00902.png,24.368862085254527
00903.png,25.841486064008656
00904.png,23.638313863138983
00905.png,21.511123224753344
00906.png,23.5699455076462
00907.png,23.38280941729595
00908.png,30.78386381374229
00909.png,23.541182379188392
00910.png,20.703935855141214
00911.png,28.05497131304513
00912.png,26.690126358301637
00913.png,33.84275095622201
00914.png,23.46200047548073
00915.png,23.827769348498844
00916.png,23.572938327294104
00917.png,24.204257823822907
00918.png,19.76629699339853
00919.png,25.13159215839447
00920.png,27.61687917038268
00921.png,25.62279632836935
00922.png,27.05396834915184
00923.png,23.47338549746068
00924.png,29.402148950271982
00925.png,17.34260122244718
00926.png,22.614318383116085
00927.png,24.8989769647044
00928.png,38.22173499038535
00929.png,23.717780630551616
00930.png,23.368700780012222
00931.png,24.117775419748824
00932.png,22.103373800090957
00933.png,23.904366723500765
00934.png,20.20629084526764
00935.png,27.90646630733713
00936.png,23.14129376716314
00937.png,28.228384867036294
00938.png,19.88979019230817
00939.png,29.72239981622611
00940.png,24.548225791105978
00941.png,35.79972232973186
00942.png,22.99134499851573
00943.png,23.04905979466636
00944.png,20.755857578292805
00945.png,29.24335911338754
00946.png,28.993059837310604
00947.png,28.02998401143885
00948.png,23.737949989620184
00949.png,26.79946678662223
00950.png,20.356095858391097
00951.png,29.54836782914775
00952.png,20.23418495395997
00953.png,39.17070075752508
00954.png,25.41701121009348
00955.png,29.52793222753698
00956.png,23.88208357527157
00957.png,26.642327379710927
00958.png,18.043048715267066
00959.png,23.80130961825321
00960.png,17.555034642058278
00961.png,23.42121013896053
00962.png,23.84501032742865
00963.png,20.047374780249925
00964.png,20.442071654789075
00965.png,25.886298764529872
00966.png,23.72670778733333
00967.png,22.195534366059388
00968.png,21.030944985744892
00969.png,27.15368052296342
00970.png,23.292931073722137
00971.png,25.68115824784571
00972.png,20.684900854959896
00973.png,26.341072144855065
00974.png,24.821253011172164
00975.png,22.119637302930247
00976.png,20.704636858597567
00977.png,19.86544355252957
00978.png,23.322264309152768
00979.png,23.6226654221308
00980.png,22.330238359926035
00981.png,38.58925188872077
00982.png,22.840080862137057
00983.png,28.20729411294448
00984.png,25.972693836517045
00985.png,26.750610371318267
00986.png,31.004157037608067
00987.png,21.32143984364384
00988.png,27.28124639149892
00989.png,27.74879434845633
00990.png,19.87413735424164
00991.png,25.10043095524462
00992.png,29.16538811305007
00993.png,26.135796672013136
00994.png,25.3008825356655
00995.png,22.469420846118588
00996.png,23.797376195303084
00997.png,20.68577392798007
00998.png,26.31576811734925
00999.png,29.56280982265614
01000.png,26.42327269160727
01001.png,19.53005011485816
01002.png,25.36777604224222
01003.png,26.99947465226973
01004.png,26.12749830075376
01005.png,25.3047198871444
01006.png,26.892095725860614
01007.png,22.38954589825728
01008.png,26.54648201187454
01009.png,30.056140434233715
01010.png,23.87476136180778
01011.png,23.86112180857411
01012.png,39.13207554382601
01013.png,23.900415284489902
01014.png,22.586526013632323
01015.png,21.88719351517368
01016.png,21.203273456537136
01017.png,22.686771647791417
01018.png,26.45016985693131
01019.png,23.87694209081108
01020.png,31.86938212724944
01021.png,22.43567871978028
01022.png,21.04161974598652
01023.png,25.199545352123074
01024.png,23.250446693766342
01025.png,25.29435711715933
01026.png,26.823941896767984
01027.png,24.333860875014576
01028.png,23.69511650048368
01029.png,22.0771111636894
01030.png,34.2551049935529
01031.png,27.99333245547689
01032.png,23.2113759617315
01033.png,26.54369956458606
01034.png,25.133497822168536
01035.png,18.25594196609156
01036.png,22.11404959822808
01037.png,25.1243344845742
01038.png,19.27210604561369
01039.png,29.211109415916034
01040.png,20.9803588936347
01041.png,20.16321413328718
01042.png,17.275002232968134
01043.png,23.013718191800024
01044.png,20.61791313556614
01045.png,27.5005995902041
01046.png,24.86785434516758
01047.png,28.465475690883167
01048.png,18.963678789611397
01049.png,24.33085036370127
01050.png,19.82330532700917
01051.png,20.803384890504333
01052.png,26.8610924217156
01053.png,30.13356436463705
01054.png,21.037800538537308
01055.png,23.611464216035507
01056.png,21.738217776112407
01057.png,22.74246084924293
01058.png,20.914123313636416
01059.png,21.24706666293936
01060.png,28.20029457253873
01061.png,23.02054457813241
01062.png,26.023753034306885
01063.png,25.068663337661285
01064.png,21.99037446517439
01065.png,22.189626178458937
01066.png,24.659246445220507
01067.png,39.74824582250511
01068.png,24.434536292014712
01069.png,25.423036455498625
01070.png,38.825808143937664
01071.png,23.873127313881444
01072.png,17.56279878969515
01073.png,27.05658456537309
01074.png,23.73473820026957
